word,meaning,commentary,example,example_meaning,Wordtype
hesitant,ためらいがちな,"ちゅうちょする;(…を)ためらう《+about+名(doing)》 
口ごもる","This custom came about because of some instances in which a relatively elderly unmarried woman may be hesitant to wear furisode; in such instances, she would normally wear homongi (semi-formal kimono for women), but tomesode came to be worn in its place in order to give relatively modest appearance and the appearance of composure appropriate for her age.
","これは元々比較的高齢の未婚女性が振袖を着るのがためらわる場合など、こういうときは訪問着を着用するところを比較的控えなものにするため、年齢相応の落ち着きを表わすためということで未婚女性に着られるようになったという経緯がある。
",TSL
hospitality,親切なもてなし；厚遇；もてなしの食事,"〈U〉(客や他人に対する)『親切なもてなし』,歓待 
〈C〉もてなす心",I gave a bunch of roses to her in return for her hospitality.,私は彼女のもてなしのお返しにバラの花束を贈った。,TSL
humidity,湿度,"湿気,湿度",I can't stand humidity.,私は湿気が我慢できない。,TSL
hygiene,衛生学; 健康法；衛生(状態)；清潔（に保つこと）,"衛生;衛生学,衛生法",The city instructs schools to ensure hygiene is maintained.,市は衛生が保たれるよう学校を指導しています,TSL
inclusive,包含的,"『全部を含んだ』,包括的な 
《数詞などの後に用いて》(勘定などに)含めて,入れて(《略》『incl.』)","My total income is far short of 300,000 yen a month, inclusive of extra earnings.",私の総収入は臨時収入を入れても月３０万円にはるか及ばない。,TSL
induction,誘導,"〈C〉《米》募兵 
〈C〉(聖職・公職などへの)就任,就任式 
〈U〉〈C〉(…を)引き起こすこと《+『to』+『名』》 
〈U〉(電気の)誘導 
〈U〉〈C〉(論理学・数学で)帰納,帰納法",This method is known as an electromagnetic induction type.,この方式を電磁誘導方式と呼びます,TSL
informative,【形】有益な；知識（情報）を与える,"【形】有益な
知識を与える
情報を与える","Furthermore, it is a valuable historical source material because of the informative description it records in relation to the state of the government of those times, of the lifestyle of Ieyasu, and the daily activities and customs of the feudal lords.
","また、当時の政治情勢や家康の生活ぶり、そして大名の日常生活や習慣を知る上では重要な史料である。
",TSL
intern,抑留する；研修生；インターンとして勤務する,"(特に戦時中)〈人・船など〉‘を'強制収容する,抑留する","During WW II, Japanese were interned in camps in the West",第二次世界大戦中、日本人は西部の拘留施設に閉じ込められた,TSL
internship,インターンの身分[実施期間],インターンとしての勤務期間,"In 2000 Japan's health care system was the best in the world, but since clinical internship was introduced in 2003 it has clearly deteriorated.",2000年に日本の医療制度が世界一だが、2003年に研修医制度が始まって目に見えて悪くなった。,TSL
kilogram,キログラム,"『キログラム』(《略》『kg.,kg』)",Rice is sold by the kilogram.,米はキロ単位で売られる。,TSL
liter,リットル,"リットル(メートル法の容量の単位《略》『l.,lit』)",This jar can hold two liters of hot water.,この瓶には２リットルのお湯が入る。,TSL
locker,ロッカー,"ロッカー,錠つき戸だな",Each of the students has his own locker.,学生たちはめいめい個人用のロッカーがある。,TSL
luggage,荷物,"《おもに英》『手荷物』,小荷物,トランク・スーツケースなどの旅行かばん類",There's no way one that big is going to go on a bike's luggage rest.,こんなデカイのがチャリの荷台に乗るわけないだろ。,TSL
memorandum,連絡票；覚書契約書；定款；報告書,"メモ,覚え書き 
(会社内などの)連絡メモ,回覧,回報 
(契約・取引きなどの条件の)要約,摘要書;(会社の)定款(ていかん)","`You will, though,' the Queen said, `if you don't make a memorandum of it.'
","「 でも 忘れ ます と も 、 ちゃんと メモ って おか ない と 」 と 女王 さま 。
",TSL
mentor,師匠,"指導者,師・（良き）助言者,顧問","He attracted many believers of a variety of rank, such as FUJIWARA no Akinobu, a son of FUJIWARA no Michinaga, who became a priest with Gyoen as his mentor.
","藤原道長の子藤原顕信が行円を師と仰いで出家するなど、貴賤を問わず多くの信者を集めた。
",TSL
merchandise,商品,"(集合的に)『商品』(goods) 
…‘を'売買する 
(広告などをして)…‘の'販売を促進する 
商売をする",Please use our toll-free number for calls regarding merchandise.,商品に関するお問い合わせは、フリーダイヤルをご利用ください。,TSL
mini,極小の；小型の,"ミニスカート 
ミニカー 
(一般に)小型の物",She was in a green coat and matching mini-skirt.,彼女はグリーンのコートを着、それに合ったミニスカートをはいていた。,TSL
nap,昼寝,"(特に日中の)『ひと眠り』,昼寝 
ひと眼りする,まどろむ",I may give up soon and just nap instead.,すぐに諦めて昼寝をするかも知れない。,TSL
necklace,ネックレス,"『首飾り』,ネックレス",She is wearing an expensive necklace.,彼女は高価な首飾りをしています。,TSL
overcrowd,混雑さ,"(人,物を)…に詰め込み過ぎる《+名+with+名》","In the U.S., there are more prisoners than there is jail space for them. So the prisons are overcrowded.",アメリカでは、犯罪人を収容する刑務所のための場所以上に犯罪人がいるのでいつも刑務所は定員オーバーの状態である。,TSL
pamphlet,パンフレット；小冊子；小論文；論説,"『パンフレット』,小冊子;(特に時事問題の)小論文",Please help me distribute these pamphlets to visitors.,来てくれた人にこのパンフレットを配るのを手伝って下さい。,TSL
pant,あえぐ；喘ぎながら言う；喘ぎ；息切れ；動悸；ズボンの,"『あえぐ』,息を切らす 
《現在分詞の形で》熱望する,強く望む 
…‘を'あえぎながら言う《+『out』(『forth』)+『名,』+『名』+『out』(『forth』)》 
『あえぎ』,息切れ;動悸(どうき)",My mother bought me two pairs of pants last Sunday.,母はこの前の日曜日にズボンを２本買ってくれました。,TSL
payroll,給与計算,"給料支払い薄 
《単数形》給料支払い総額",the deadheads on the payroll should be eased out as fast as possible,役に立たない従業員は、出来るだけ早く辞職すべきである,TSL
pharmacist,薬剤師,薬剤師;製薬者(また《英》chemist),"(ii) A physician, dentist, pharmacist, or veterinarian;
","二　医師、歯科医師、薬剤師又は獣医師
",TSL
pharmacy,薬局,"〈U〉薬学;調剤術 
=drugstore",What's the name of your pharmacy?,利用されている薬局の名前を教えてください。,TSL
preview,"【名/C】試写会,試演会,内見；予習；予告編,予告番組【動/他】の試写（試演）を見る,見せる；の事前説明をする","【名/C】試写会,試演会,（展覧会などの）内見
予習；予告編,予告番組
【動/他】の試写（試演）を見る,見せる
の事前説明をする",There was a special sneak preview last night.,昨日の夜、特別試写会があった。,TSL
reflexive,【形】再帰の / 反射的な,"【形】(文法で)再帰の 
再帰動詞;再帰代名詞(たとえば『He』 enjoyed himself.においてenjoyedを再帰動詞,himselfを再帰代名詞という)
反射的な(反応・動作)","The 10 ranks, from the highest, are as follows: Vow, Precept, Reflexive power, Non-retrogression, Concentration, Wisdom, Zeal, Remembrance, and Faith.",上から願心・戒心・廻向心・不退心・定心・慧心・精進心・念心・信心の10位。,TSL
refund,"【名/C】払い戻し金,返金；【U】払い戻すこと；【動/他】返金する","〈金など〉‘を'返済する,払い戻す 
(金などの)返済,払い戻し;返済金,払い戻し金","For delayed flights, seasonal adjustments are made on the basis of the original flight date and so refunds of air-mile difference will not be made.",遅延便については、オリジナルの出発日に基づくシーズナリティを適用するため、マイル差額の払い戻しはいたしません。,TSL
refundable,【形】返金可能な；払い戻しができる,【形】返金可能な；払い戻しができる,"2. With regard to Securities or warehouse receipts, such type or description, quantity or face value, unit price, amount of deposit, and refundable amount shall be recorded by each detailed amount; with regard to cash, the amount of deposit and refundable amount shall be recorded by each detailed amount; and with regard to the current outstanding deposit, the amount of Securities or warehouse receipts, and cash, such total amount shall be recorded by each detailed amount.","二　有価証券又は倉荷証券については、その内訳として、その種類又は銘柄名、数量又は額面、単価、預託額及び返戻額を、現金については、その内訳として、預託額及び返戻額を、預託現在高については、その内訳として、有価証券又は倉荷証券及び現金ごとの額並びにそれらの合計額を記載すること。
",TSL
reimburse,返済する,(損害に応じて)〈人〉‘に'弁償する《+『名』〈人〉+『for』+『名』》;〈人〉‘に'〈損失額〉‘を'払い戻す《+『名』〈人〉+『名』=+『名』+『to』+『名』〈人〉》,"(2) In the event that a designated welfare service business operator for persons with disabilities prescribed in paragraph 2 of Article 29, a designated providers of consultation support business prescribed in paragraph 1 of Article 32, or a designated medical payment institute for services and supports for persons with disabilities prescribed in paragraph 2 of Article 54 (hereafter collectively referred to as ""service business operators, etc."" in this paragraph) has been provided with nursing care payment, payment for training etc., payment for service utilization program, special payment for specified persons with disabilities, medical expenses for services and supports for persons with disabilities, or medical care treatment expenses by deceit or other fraudulent means, a municipality etc. may force such service business operator, etc. to reimburse the paid amount as well as the amount obtained by multiplying 40/100 by the paid amount",２　市町村等は、第二十九条第二項に規定する指定障害福祉サービス事業者等、第三十二条第一項に規定する指定相談支援事業者又は第五十四条第二項に規定する指定自立支援医療機関（以下この項において「事業者等」という。）が、偽りその他不正の行為により介護給付費、訓練等給付費、サービス利用計画作成費、特定障害者特別給付費、自立支援医療費又は療養介護医療費の支給を受けたときは、当該事業者等に対し、その支払った額につき返還させるほか、その返還させる額に百分の四十を乗じて得た額を支払わせることができる。,TSL
